,LOAN_ID,orig_rt,orig_amt,orig_trm,oltv,ocltv,num_bo,dti,CSCORE_B,FTHB_FLG,purpose,PROP_TYP,NUM_UNIT,occ_stat,state,zip_3,mi_pct,CSCORE_C,relo_flg,MI_TYPE,ORIG_DTE,LAST_RT,LAST_UPB,msa,FCC_COST,PP_COST,AR_COST,IE_COST,TAX_COST,NS_PROCS,CE_PROCS,RMW_PROCS,O_PROCS,repch_flag,LAST_ACTIVITY_DATE,F30_DTE,F60_DTE,F90_DTE,F120_DTE,F180_DTE,FCE_DTE,F180_UPB,FCE_UPB,F30_UPB,F60_UPB,F90_UPB,MOD_FLAG,FMOD_DTE,FMOD_UPB,MODIR_COST,MODFB_COST,MODFG_COST,MODTRM_CHNG,MODUPB_CHNG,z_num_periods_120,F120_UPB,CSCORE_MN,ORIG_VAL,LAST_DTE,LAST_STAT,COMPLT_FLG,INT_COST,PFG_COST,NET_LOSS,NET_SEV,MODTOT_COST,F180_UPB_dum,F120_UPB_dum,F90_UPB_dum,F60_UPB_dum,F30_UPB_dum,time_arrears_tot,time_default,good_bad
236453,145000000000.0,6.375,417000,360,88,88,2.0,52.0,692.0,N,P,CO,1,P,PA,152,25.0,,Y,LPMI,01/09/2006,6.375,388514.99,38300,,,,,,,,,,0,01/01/2012,,,,,,,,,,,,0,,,,,0.0,0,0,,,692.0,473863.64,01/01/2012,P,,,,,,,0,0,0,0,0,0,0,1
236454,145000000000.0,6.625,170000,180,80,80,1.0,34.0,793.0,N,C,SF,1,P,IL,605,,,N,None,01/09/2006,6.625,150137.53,16980,,,,,,,,,,0,01/08/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,793.0,212500.0,01/08/2009,P,,,,,,,0,0,0,0,0,0,0,1
236455,145000000000.0,6.5,155000,360,49,49,1.0,47.0,712.0,N,C,SF,1,P,CA,953,,,N,None,01/10/2006,6.5,141653.66,33700,,,,,,,,,,0,01/05/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,712.0,316326.53,01/05/2013,P,,,,,,,0,0,0,0,0,0,0,1
236456,145000000000.0,6.0,125000,120,23,23,1.0,19.0,776.0,N,C,PU,1,P,AZ,857,,,N,None,01/10/2006,6.0,102996.81,46060,,,,,,,,,,0,01/03/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,776.0,543478.26,01/03/2009,P,,,,,,,0,0,0,0,0,0,0,1
236457,145000000000.0,7.5,135000,360,90,90,2.0,59.0,706.0,N,C,CO,1,P,IL,625,25.0,706.0,N,BPMI,01/08/2006,7.5,127272.78,0,,,,,,,,,,0,01/12/2011,,,,,,,,,,,,0,,,,,0.0,0,0,,,706.0,150000.0,01/12/2011,P,,,,,,,0,0,0,0,0,0,0,1
236458,145000000000.0,6.375,59000,180,51,51,1.0,42.0,625.0,N,C,SF,1,I,TX,770,,,N,None,01/09/2006,6.375,40154.56,26420,,,,,,,,,,0,01/04/2012,01/04/2008,,,,,,,,55514.18,,,0,,,,,0.0,0,0,,,625.0,115686.27,01/04/2012,P,,,,,,,0,0,0,0,1,1,0,1
236459,145000000000.0,6.0,200000,180,70,70,2.0,28.0,740.0,N,P,SF,1,P,TX,767,,,N,None,01/11/2006,6.0,175247.65,47380,,,,,,,,,,0,01/05/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,740.0,285714.29,01/05/2009,P,,,,,,,0,0,0,0,0,0,0,1
236460,145000000000.0,6.375,382000,360,46,46,1.0,35.0,763.0,N,C,PU,1,P,NV,891,,,N,None,01/11/2006,6.375,369630.45,29820,,,,,,,,,,0,01/09/2009,01/02/2007,,,,,,,,0.0,,,0,,,,,0.0,0,0,,,763.0,830434.78,01/09/2009,P,,,,,,,0,0,0,0,0,0,0,1
236461,145000000000.0,6.125,380000,180,65,65,2.0,47.0,718.0,N,C,SF,1,P,PA,191,,,N,None,01/08/2006,6.125,330808.1,37980,,,,,,,,,,0,01/07/2009,,,,,,,,,,,,0,,,,,0.0,0,0,,,718.0,584615.38,01/07/2009,P,,,,,,,0,0,0,0,0,0,0,1
236462,145000000000.0,6.125,128000,360,39,39,2.0,29.0,666.0,N,C,SF,1,P,VA,230,,,N,None,01/08/2006,6.125,107522.22,40060,,,,,,,,,,0,01/02/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,666.0,328205.13,01/02/2013,P,,,,,,,0,0,0,0,0,0,0,1
236463,145000000000.0,6.25,126000,360,75,75,2.0,25.0,756.0,N,R,SF,1,P,TX,757,,,N,None,01/10/2006,6.25,119650.99,0,,,,,,,,,,0,01/11/2010,,,,,,,,,,,,0,,,,,0.0,0,0,,,756.0,168000.0,01/11/2010,P,,,,,,,0,0,0,0,0,0,0,1
236464,145000000000.0,5.99,115000,360,80,80,1.0,33.0,732.0,Y,P,SF,1,P,TX,787,,,N,None,01/06/2006,5.99,806.63,12420,,,,,,,,,,0,01/07/2013,,,,,,,,,,,,0,,,,,0.0,0,0,,,732.0,143750.0,01/07/2013,P,,,,,,,0,0,0,0,0,0,0,1
252823,145000000000.0,7.125,66000,360,60,70,1.0,34.0,704.0,N,C,SF,1,P,AL,352,,,N,None,01/08/2006,7.125,49989.67,13820,,,,,,,,,,0,01/09/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/09/2021,01/09/2021,49989.67,66000.0,49989.67,49989.67,49989.67,0,,,,,0.0,0,0,178.0,49989.67,704.0,110000.0,01/09/2021,6,,,,,,,1,1,1,1,1,5,2,0
253028,145000000000.0,6.875,204000,360,80,80,1.0,4.0,775.0,N,P,CO,1,I,PR,9,,,N,None,01/09/2006,6.875,165337.86,41980,,,,,,,,,,0,01/09/2021,01/03/2020,01/05/2020,01/06/2020,01/07/2020,01/09/2020,01/09/2020,157036.26,204000.0,157474.19,157036.26,157036.26,0,,,,,0.0,0,0,165.0,157036.26,775.0,255000.0,01/09/2021,C,,,0.0,,,,1,1,1,1,1,5,2,0
254054,145000000000.0,6.375,117000,360,74,74,1.0,21.0,593.0,N,C,SF,1,P,VA,230,,,N,None,01/10/2006,6.375,84499.84,40060,,,,,,,,,,0,01/09/2021,01/02/2016,,,,,,,,100412.95,,,0,,,,,0.0,0,0,,,593.0,158108.11,01/09/2021,C,,,,,,,0,0,0,0,1,1,0,1
254970,145000000000.0,6.5,274000,360,72,72,2.0,50.0,649.0,N,C,SF,1,P,NV,890,,639.0,N,None,01/11/2006,6.5,246169.84,29820,5786.84,0.0,0.0,1949.24,2683.48,201422.81,0.0,0.0,283.0,0,01/10/2016,01/02/2014,01/03/2014,01/04/2014,01/05/2014,01/08/2014,01/08/2014,246169.84,274000.0,246566.14,246566.14,246566.14,0,,,,,0.0,0,0,89.0,246566.14,639.0,380555.56,01/10/2016,N,1.0,40371.85,0.0,95255.44,0.38695,,1,1,1,1,1,5,2,0
255793,145000000000.0,5.59,112000,360,74,74,1.0,45.0,723.0,Y,P,SF,1,P,FL,327,,,N,None,01/04/2006,5.59,73892.67,36740,,,,,,,,,,0,01/09/2021,01/02/2013,,,,,,,,98607.76,,,0,,,,,0.0,0,0,,,723.0,151351.35,01/09/2021,C,,,,,,,0,0,0,0,1,1,0,1
256303,145000000000.0,6.125,113000,360,80,80,2.0,38.0,655.0,N,C,SF,1,P,AL,368,,626.0,N,None,01/12/2006,6.125,87330.54,0,,,,,,,,,,0,01/06/2018,01/10/2012,01/05/2013,,,,,,,101035.7,100004.56,,0,,,,,0.0,0,0,,,626.0,141250.0,01/06/2018,P,,,,,,,0,0,0,1,1,2,0,1
256363,145000000000.0,6.75,128000,360,77,77,2.0,46.0,784.0,N,P,MH,1,S,NV,890,,799.0,N,None,01/11/2006,6.75,116868.23,0,2302.56,2296.0,7500.0,131.97,292.0,69981.2,0.0,0.0,324.0,0,01/01/2013,01/09/2012,01/10/2012,01/11/2012,01/12/2012,,01/01/2013,,116868.23,116868.23,116868.23,116868.23,0,,,,,0.0,0,0,72.0,116868.23,784.0,166233.77,01/03/2013,F,1.0,4363.08,0.0,63448.64,0.542908,,0,1,1,1,1,4,1,0
256704,145000000000.0,6.5,138000,360,66,66,1.0,56.0,728.0,N,P,PU,1,P,FL,344,,,N,None,01/10/2006,6.5,115607.03,36100,,,,,,,,,,0,01/01/2014,01/07/2012,,,,,,,,122066.36,,,0,,,,,0.0,0,0,,,728.0,209090.91,01/01/2014,P,,,,,,,0,0,0,0,1,1,0,1
256822,145000000000.0,6.125,115000,360,47,47,2.0,26.0,704.0,N,P,SF,1,P,CA,922,,774.0,N,None,01/10/2006,6.125,106132.63,40140,,,,,,,,,,0,01/07/2012,01/06/2012,,,,,,,,106132.63,,,0,,,,,0.0,0,0,,,704.0,244680.85,01/07/2012,P,,,,,,,0,0,0,0,1,1,0,1
258162,145000000000.0,7.0,280000,360,80,80,2.0,36.0,728.0,N,C,SF,1,I,CA,958,,,N,None,01/08/2006,7.0,263891.68,40900,1635.04,528.0,1730.0,428.0,0.0,124254.52,0.0,0.0,0.0,0,01/09/2012,01/09/2011,01/10/2011,01/11/2011,01/12/2011,01/02/2012,01/02/2012,263891.68,280000.0,263891.68,263891.68,263891.68,0,,,,,0.0,0,0,63.0,263891.68,728.0,350000.0,01/10/2012,S,1.0,20473.6,0.0,164431.8,0.623103,,1,1,1,1,1,5,2,0
258426,145000000000.0,7.125,257000,360,90,90,2.0,46.0,686.0,N,C,SF,1,P,NY,126,25.0,673.0,N,BPMI,01/10/2006,7.125,235771.59,39100,,,,,,,,,,0,01/07/2013,01/08/2011,,,,,,,,242807.89,,,0,,,,,0.0,0,0,,,673.0,285555.56,01/07/2013,P,,,,,,,0,0,0,0,1,1,0,1
259241,145000000000.0,6.75,190000,360,75,75,1.0,37.0,808.0,N,C,SF,1,P,AZ,850,,,N,None,01/08/2006,6.75,179539.53,38060,1706.18,0.0,1725.0,-80.25,378.84,48392.81,0.0,0.0,0.0,0,01/05/2012,01/03/2011,01/04/2011,01/05/2011,01/06/2011,01/08/2011,01/08/2011,179539.53,190000.0,179539.53,179539.53,179539.53,0,,,,,0.0,0,0,57.0,179539.53,808.0,253333.33,01/07/2012,S,1.0,16278.25,0.0,151154.74,0.841902,,1,1,1,1,1,5,2,0
260204,145000000000.0,5.75,294000,360,70,70,2.0,56.0,713.0,N,C,SF,1,P,CA,923,,680.0,N,None,01/11/2006,2.875,241391.95,40140,,,,,,,,,,0,01/01/2016,01/11/2010,01/02/2011,01/03/2011,,,,,,278034.98,277266.24,277266.24,1,01/06/2011,281574.31,34508.18,0.0,0.0,0,1,,,680.0,420000.0,01/01/2016,P,,,,,,34508.18,0,0,1,1,1,3,0,1
260835,145000000000.0,6.75,111000,360,46,46,1.0,38.0,773.0,N,C,SF,1,P,NV,895,,,N,None,01/09/2006,6.75,91464.73,39900,,,,,,,,,,0,01/12/2017,01/09/2010,,,,,,,,105711.64,,,0,,,,,0.0,0,0,,,773.0,241304.35,01/12/2017,P,,,,,,,0,0,0,0,1,1,0,1
261232,145000000000.0,6.5,176000,360,77,77,2.0,26.0,587.0,N,C,SF,1,P,UT,840,,608.0,N,None,01/09/2006,6.5,154220.15,41620,,,,,,,,,,0,01/09/2020,01/07/2010,01/12/2014,01/06/2015,01/07/2015,01/10/2015,01/10/2015,153871.89,176000.0,167567.99,155495.8,154146.21,1,01/12/2015,159224.66,0.0,0.0,0.0,1,1,105.0,154146.21,587.0,228571.43,01/09/2020,L,,,0.0,,,0.0,1,1,1,1,1,5,2,0
261487,145000000000.0,6.875,160000,360,97,97,1.0,36.0,755.0,Y,P,PU,1,P,FL,336,35.0,,N,LPMI,01/10/2006,6.875,153685.48,45300,3666.25,0.0,1700.0,297.54,0.0,40700.98,61771.14,0.0,0.0,0,01/04/2011,01/06/2010,01/07/2010,01/08/2010,01/09/2010,01/11/2010,01/11/2010,153685.48,160000.0,153685.48,153685.48,153685.48,0,,,,,0.0,0,0,46.0,153685.48,755.0,164948.45,01/04/2011,S,1.0,9192.31,0.0,66069.46,0.4299,,1,1,1,1,1,5,2,0
261755,145000000000.0,6.5,144000,360,80,95,1.0,50.0,669.0,N,R,PU,1,P,GA,300,,,N,None,01/10/2006,2.0,121027.53,12060,2681.88,0.0,750.0,358.28,4570.24,114939.88,0.0,0.0,2464.08,0,01/10/2017,01/05/2010,01/07/2011,01/10/2011,01/11/2011,01/01/2012,01/01/2012,135460.93,144000.0,138040.98,135810.95,135460.93,1,01/07/2012,141123.96,30354.61,0.0,0.0,1,1,60.0,135460.93,669.0,180000.0,01/10/2017,S,1.0,2995.43,0.0,14979.4,0.123769,30354.61,1,1,1,1,1,5,2,0
263543,145000000000.0,6.5,123000,360,75,100,1.0,43.0,740.0,Y,P,SF,1,P,MI,483,,,N,None,01/11/2006,6.5,115446.77,19820,2970.78,4555.0,2470.0,-159.09,3497.25,103742.74,0.0,0.0,175.0,0,01/06/2012,01/12/2009,01/10/2011,01/01/2012,01/02/2012,01/04/2012,01/04/2012,115446.77,123000.0,118727.67,115748.52,115446.77,0,,,,,0.0,0,0,62.0,115446.77,740.0,164000.0,01/09/2013,F,1.0,13608.29,0.0,38471.26,0.333238,,1,1,1,1,1,5,2,0
264419,145000000000.0,5.875,340000,180,80,80,2.0,29.0,795.0,N,C,SF,1,P,NV,891,,689.0,N,None,01/10/2006,5.875,118982.56,29820,,,,,,,,,,0,01/02/2016,01/11/2009,,,,,,,,291918.57,,,0,,,,,0.0,0,0,,,689.0,425000.0,01/02/2016,P,,,,,,,0,0,0,0,1,1,0,1
264801,145000000000.0,6.05,305000,360,78,78,2.0,27.0,784.0,N,C,SF,1,P,FL,334,,813.0,N,None,01/01/2006,5.0,262602.07,33100,,,,,,,,,,0,01/09/2021,01/10/2009,01/11/2009,01/01/2010,,,,,,290599.65,290599.65,290226.31,1,01/02/2010,294126.14,84962.14,66411.72,0.0,1,1,,,784.0,391025.64,01/09/2021,C,,,0.0,,,151373.86,0,0,1,1,1,3,0,1
265372,145000000000.0,6.25,350000,360,80,80,2.0,33.0,624.0,N,C,SF,1,P,NC,275,,661.0,N,None,01/10/2006,6.25,316602.93,0,,,,,,,,,,0,01/07/2011,01/09/2009,,,,,,,,327433.05,,,0,,,,,0.0,0,0,,,624.0,437500.0,01/07/2011,P,,,,,,,0,0,0,0,1,1,0,1
265695,145000000000.0,7.375,250000,360,80,80,1.0,30.0,691.0,N,P,PU,1,P,FL,331,6.0,,N,BPMI,01/09/2006,4.875,230266.9,33100,,,,,,,,,,0,01/09/2020,01/08/2009,01/09/2009,01/10/2009,01/11/2009,01/02/2010,01/02/2010,242831.13,250000.0,243063.99,243063.99,243063.99,1,01/05/2011,262576.67,100498.68,32595.96,0.0,1,1,37.0,243063.99,691.0,312500.0,01/09/2020,L,,,0.0,,,133094.64,1,1,1,1,1,5,2,0
265859,145000000000.0,5.875,150000,180,77,77,2.0,48.0,675.0,N,C,SF,1,P,IL,610,,647.0,N,None,01/12/2006,5.875,133198.17,40420,,,,,,,,,,0,01/09/2009,01/08/2009,,,,,,,,133198.17,,,0,,,,,0.0,0,0,,,647.0,194805.19,01/09/2009,P,,,,,,,0,0,0,0,1,1,0,1
266157,145000000000.0,6.25,232000,360,53,53,1.0,48.0,686.0,N,C,SF,1,P,CA,925,,,N,None,01/10/2006,6.25,205727.28,40140,,,,,,,,,,0,01/08/2017,01/07/2009,01/01/2010,01/02/2010,01/03/2010,01/05/2010,01/05/2010,223308.61,232000.0,224615.1,223308.61,223308.61,1,01/09/2016,206729.29,0.0,0.0,0.0,1,1,40.0,223308.61,686.0,437735.85,01/08/2017,P,,,,,,0.0,1,1,1,1,1,5,2,0
266217,145000000000.0,6.75,347000,360,70,70,1.0,51.0,733.0,N,C,SF,1,P,FL,327,,,N,None,01/09/2006,6.75,335709.5,36740,3748.47,16926.47,1305.0,11577.21,20274.65,175418.2,0.0,0.0,0.0,0,01/11/2014,01/07/2009,01/09/2009,01/10/2009,01/11/2009,01/01/2010,01/01/2010,335709.5,347000.0,336066.52,335709.5,335709.5,0,,,,,0.0,0,0,37.0,335709.5,733.0,495714.29,01/08/2015,F,1.0,130702.9,0.0,344826.0,1.027156,,1,1,1,1,1,5,2,0
268512,145000000000.0,5.875,75000,180,80,80,2.0,24.0,768.0,N,P,CO,1,S,MS,386,,741.0,N,None,01/11/2006,5.875,58437.7,0,,,,,,,,,,0,01/08/2011,01/02/2009,,,,,,,,67904.42,,,0,,,,,0.0,0,0,,,741.0,93750.0,01/08/2011,P,,,,,,,0,0,0,0,1,1,0,1
268639,145000000000.0,6.375,396000,360,70,70,2.0,41.0,682.0,N,R,SF,1,S,MA,26,,638.0,N,None,01/10/2006,6.375,328442.22,12700,,,,,,,,,,0,01/08/2017,01/02/2009,01/09/2011,,,,,,,385290.58,371652.15,,0,,,,,0.0,0,0,,,638.0,565714.29,01/08/2017,P,,,,,,,0,0,0,1,1,2,0,1
269070,145000000000.0,6.375,178000,360,53,53,1.0,38.0,627.0,N,C,SF,1,P,NJ,70,,,N,None,01/09/2006,6.375,170059.29,35620,,,,,,,,,,0,01/06/2010,01/01/2009,,,,,,,,173416.39,,,0,,,,,0.0,0,0,,,627.0,335849.06,01/06/2010,P,,,,,,,0,0,0,0,1,1,0,1
269547,145000000000.0,6.25,102000,360,89,89,1.0,44.0,646.0,N,P,SF,1,P,TN,376,25.0,,N,BPMI,01/12/2006,6.25,96988.4,27740,,,,,,,,,,0,01/02/2011,01/12/2008,,,,,,,,100043.58,,,0,,,,,0.0,0,0,,,646.0,114606.74,01/02/2011,P,,,,,,,0,0,0,0,1,1,0,1
269772,145000000000.0,6.5,112000,360,55,55,2.0,18.0,644.0,N,C,SF,1,P,MI,494,,586.0,N,None,01/09/2006,6.5,108826.66,34740,2892.52,1911.0,0.0,-29.19,1386.9,106570.15,0.0,0.0,0.0,0,01/05/2009,01/11/2008,01/12/2008,01/01/2009,01/02/2009,01/04/2009,01/04/2009,108826.66,112000.0,108826.66,108826.66,108826.66,0,,,,,0.0,0,0,28.0,108826.66,586.0,203636.36,01/10/2009,F,1.0,6692.84,0.0,15110.58,0.13885,,1,1,1,1,1,5,2,0
270008,145000000000.0,6.375,320000,360,80,80,1.0,46.0,628.0,N,C,SF,1,P,MA,18,,,N,None,01/11/2006,5.375,272769.04,14460,,,,,,,,,,0,01/10/2019,01/11/2008,01/05/2009,01/09/2009,01/10/2009,01/12/2009,01/12/2009,310388.45,320000.0,313102.7,311419.8,310388.45,1,01/03/2010,328356.33,87032.67,1982.08,0.0,1,1,34.0,310388.45,628.0,400000.0,01/10/2019,P,,,,,,89014.75,1,1,1,1,1,5,2,0
270074,145000000000.0,6.75,75000,360,79,79,2.0,38.0,632.0,N,C,SF,1,P,IA,505,,648.0,N,None,01/10/2006,5.5,59479.21,0,,,,,,,,,,0,01/06/2021,01/11/2008,01/02/2009,01/03/2009,01/05/2009,,,,,73870.43,73722.18,73722.18,1,01/06/2009,77174.0,9443.13,0.0,0.0,1,1,30.0,73647.43,632.0,94936.71,01/06/2021,P,,,,,,9443.13,0,1,1,1,1,4,1,0
270329,145000000000.0,6.25,80000,180,60,60,1.0,19.0,638.0,N,C,SF,1,P,NM,874,,,N,None,01/11/2006,6.25,55631.33,22140,,,,,,,,,,0,01/07/2015,01/10/2008,01/01/2009,01/02/2009,01/03/2009,01/05/2009,01/05/2009,70920.55,80000.0,71775.81,70920.55,70920.55,1,01/04/2011,81635.66,0.0,0.0,0.0,0,1,27.0,70920.55,638.0,133333.33,01/07/2015,P,,,,,,0.0,1,1,1,1,1,5,2,0
270424,145000000000.0,6.5,180000,360,78,78,2.0,35.0,706.0,N,C,PU,1,I,FL,346,,639.0,N,None,01/09/2006,2.0,211071.32,45300,,,,,,,,,,0,01/08/2011,01/10/2008,01/11/2008,01/12/2008,01/02/2009,01/04/2009,01/04/2009,175841.24,180000.0,176025.5,176025.5,176025.5,1,01/05/2011,211849.65,1583.77,606.38,0.0,1,1,28.0,175841.24,639.0,230769.23,01/08/2011,R,,,,,,2190.15,1,1,1,1,1,5,2,0
271577,145000000000.0,6.25,60000,360,80,80,1.0,31.0,697.0,Y,P,SF,1,P,IA,524,,,N,None,01/10/2006,6.25,40953.24,16300,,,,,,,,,,0,01/09/2021,01/08/2008,,,,,,,,58585.38,,,0,,,,,0.0,0,0,,,697.0,75000.0,01/09/2021,C,,,,,,,0,0,0,0,1,1,0,1
272053,145000000000.0,6.25,153000,360,37,37,1.0,32.0,660.0,N,C,SF,1,P,NY,114,,,N,None,01/11/2006,6.25,147247.89,35620,7795.78,0.0,500.0,842.55,7303.79,153666.5,0.0,0.0,4236.63,0,01/07/2018,01/06/2008,01/06/2009,01/08/2009,01/01/2010,01/05/2013,01/05/2013,140700.81,153000.0,150603.41,148810.77,148642.67,1,01/03/2014,149368.63,0.0,0.0,0.0,1,1,37.0,147961.46,660.0,413513.51,01/07/2018,N,1.0,17375.25,0.0,23162.13,0.1573,0.0,1,1,1,1,1,5,2,0
272176,145000000000.0,6.5,38000,360,48,48,1.0,31.0,800.0,N,R,CO,1,P,OH,445,,,N,None,01/09/2006,6.5,36208.48,49660,,,,,,,,,,0,01/10/2010,01/06/2008,01/11/2008,01/01/2009,,,,,,37314.18,37159.84,37120.93,0,,,,,0.0,0,0,,,800.0,79166.67,01/10/2010,P,,,,,,,0,0,1,1,1,3,0,1
272233,145000000000.0,6.25,105000,360,80,80,2.0,37.0,626.0,Y,P,SF,1,P,IA,500,,653.0,N,None,01/12/2006,6.25,101695.87,11180,,,,,,,,,,0,01/07/2009,01/06/2008,01/02/2009,,,,,,,103145.34,102377.04,,0,,,,,0.0,0,0,,,626.0,131250.0,01/07/2009,P,,,,,,,0,0,0,1,1,2,0,1
272526,145000000000.0,7.375,100000,360,70,70,1.0,37.0,573.0,N,C,SF,1,P,NJ,80,,,N,None,01/08/2006,4.375,73119.57,37980,,,,,,,,,,0,01/06/2021,01/05/2008,01/02/2010,01/07/2010,01/11/2010,,,,,98430.07,96552.28,96159.6,1,01/12/2010,96423.41,31253.63,0.0,0.0,1,1,50.0,95959.59,573.0,142857.14,01/06/2021,L,,,0.0,,,31253.63,0,1,1,1,1,4,1,0
273343,145000000000.0,6.75,75000,180,75,75,1.0,18.0,651.0,N,C,CO,1,P,OH,441,,,N,None,01/08/2006,6.75,54349.84,17460,,,,,,,,,,0,01/04/2015,01/02/2008,01/10/2009,01/11/2009,01/12/2009,01/02/2010,01/02/2010,65591.95,75000.0,70846.7,65591.95,65591.95,1,01/10/2010,79576.17,0.0,0.0,0.0,0,1,38.0,65591.95,651.0,100000.0,01/04/2015,P,,,,,,0.0,1,1,1,1,1,5,2,0
275166,145000000000.0,6.625,208000,360,76,76,2.0,32.0,647.0,N,C,SF,1,P,WI,540,,617.0,N,None,01/08/2006,6.625,180937.93,33460,,,,,,,,,,0,01/10/2015,01/11/2007,,,,,,,,205729.69,,,0,,,,,0.0,0,0,,,617.0,273684.21,01/10/2015,P,,,,,,,0,0,0,0,1,1,0,1
275697,145000000000.0,6.25,107000,360,59,59,2.0,32.0,616.0,N,C,SF,1,P,CA,932,,633.0,N,None,01/11/2006,4.0,101430.77,47300,,,,,,,,,,0,01/10/2017,01/09/2007,01/12/2007,01/01/2008,01/02/2008,01/04/2009,01/04/2009,105028.85,107000.0,106569.01,106354.59,106354.59,1,01/11/2010,110937.14,28026.14,4738.49,0.0,1,1,14.0,106354.59,616.0,181355.93,01/10/2017,L,,,,,,32764.63,1,1,1,1,1,5,2,0
276293,145000000000.0,7.125,128000,360,88,88,1.0,31.0,646.0,N,P,CO,1,P,KY,402,25.0,,N,BPMI,01/09/2006,5.0,110829.27,31140,12762.3,0.0,0.0,383.39,1027.06,85221.78,0.0,0.0,5662.5,0,01/07/2018,01/08/2007,01/10/2007,01/11/2007,01/12/2007,01/04/2009,01/04/2009,125235.04,128000.0,127109.39,126999.48,126999.48,1,01/12/2009,141240.71,29208.58,0.0,0.0,1,1,15.0,126999.48,646.0,145454.55,01/07/2018,N,1.0,9448.2,0.0,43565.94,0.393091,29208.58,1,1,1,1,1,5,2,0
276804,145000000000.0,7.375,297000,360,80,80,2.0,39.0,516.0,N,P,SF,1,P,FL,346,,628.0,N,None,01/09/2006,3.125,326472.58,45300,,,,,,,,,,0,01/09/2021,01/07/2007,01/04/2009,01/05/2009,01/08/2009,01/10/2009,01/10/2009,289567.97,297000.0,295140.71,290106.19,290106.19,1,01/02/2010,311695.98,161286.54,9782.07,0.0,1,1,34.0,289567.97,516.0,371250.0,01/09/2021,7,,,0.0,,,171068.61,1,1,1,1,1,5,2,0
280289,145000000000.0,6.375,203000,360,90,90,2.0,32.0,779.0,N,P,MH,1,P,WA,983,30.0,760.0,N,BPMI,01/10/2006,6.375,193130.78,0,,,,,,,,,,0,01/12/2010,01/12/2006,,,,,,,,0.0,,,0,,,,,0.0,0,0,,,760.0,225555.56,01/12/2010,P,,,,,,,0,0,0,0,0,0,0,1
280886,145000000000.0,6.125,405000,360,79,79,2.0,9.0,816.0,N,R,SF,1,P,OH,452,,802.0,N,None,01/04/2003,6.125,359207.92,17140,,,,,,,,,,0,01/05/2009,01/10/2006,,,,,,,,0.0,,,0,,,,,0.0,0,0,,,802.0,512658.23,01/05/2009,P,,,,,,,0,0,0,0,0,0,0,1
